transaction_id,amount,merchant,location,card_type,is_fraud
TXN_000166,1461.41,Walmart,Phoenix,Visa,1
TXN_000167,991.61,Target,LosAngeles,MasterCard,1
TXN_000168,631.32,BestBuy,Austin,Visa,0
TXN_000169,437.93,Walmart,Charlotte,MasterCard,0
TXN_000170,61.77,Walmart,SanFrancisco,MasterCard,0
TXN_000171,660.27,eBay,SanDiego,Visa,0
TXN_000172,246.75,Target,Phoenix,Amex,0
TXN_000173,353.02,BestBuy,NewYork,MasterCard,0
TXN_000174,484.95,Amazon,LosAngeles,Visa,0
TXN_000175,669.59,BestBuy,SanJose,Visa,0
TXN_000176,539.46,eBay,SanJose,Visa,0
TXN_000177,144.28,BestBuy,Austin,MasterCard,0
TXN_000178,149.28,BestBuy,SanAntonio,Amex,0
TXN_000179,775.4,Target,Philadelphia,MasterCard,0
TXN_000180,537.76,Walmart,Philadelphia,MasterCard,0
TXN_000181,234.13,Target,Columbus,Amex,0
TXN_000182,446.57,Amazon,LosAngeles,Amex,1
TXN_000183,414.1,Amazon,Austin,Amex,0
TXN_000184,48.09,BestBuy,Philadelphia,Amex,0
TXN_000185,502.2,Amazon,Houston,MasterCard,0
TXN_000186,742.5,Target,Charlotte,Amex,0
TXN_000187,27.95,BestBuy,SanFrancisco,Visa,0
TXN_000188,252.05,Amazon,Dallas,MasterCard,0
TXN_000189,2978.32,BestBuy,SanDiego,Amex,1
TXN_000190,127.41,eBay,Dallas,Amex,0
TXN_000191,2537.23,BestBuy,Houston,Visa,1
TXN_000192,733.71,Walmart,Jacksonville,Amex,1
TXN_000193,224.62,Target,Philadelphia,Amex,0
TXN_000194,207.18,eBay,Columbus,MasterCard,1
TXN_000195,394.26,Walmart,SanDiego,Amex,0
TXN_000196,269.29,BestBuy,SanAntonio,MasterCard,0
TXN_000197,696.33,Walmart,SanJose,MasterCard,0
TXN_000198,2371.52,Amazon,Jacksonville,Visa,1
TXN_000199,308.08,Walmart,SanDiego,Visa,0
TXN_000200,2902.99,Amazon,LosAngeles,Amex,1
TXN_000201,423.13,Target,NewYork,Amex,0
TXN_000202,2638.61,BestBuy,LosAngeles,Visa,1
TXN_000203,274.16,Target,Austin,Visa,0
TXN_000204,682.61,BestBuy,SanAntonio,MasterCard,0
TXN_000205,710.51,Target,Columbus,Amex,0
TXN_000206,391.58,eBay,Charlotte,Visa,1
TXN_000207,453.06,BestBuy,SanFrancisco,MasterCard,1
TXN_000208,357.72,eBay,Charlotte,Visa,0
TXN_000209,2429.2,Amazon,Philadelphia,Visa,1
TXN_000210,1353.74,eBay,Chicago,Visa,1
TXN_000211,2638.35,eBay,Houston,Visa,1
TXN_000212,189.59,eBay,SanDiego,MasterCard,0
TXN_000213,719.63,Target,Charlotte,MasterCard,0
TXN_000214,130.59,Target,Philadelphia,Amex,0
TXN_000215,2893.68,eBay,SanDiego,Amex,1
TXN_000216,1277.14,Walmart,Houston,Visa,1
TXN_000217,240.22,eBay,NewYork,Amex,0
TXN_000218,11.44,Amazon,Charlotte,Amex,0
TXN_000219,667.11,eBay,SanFrancisco,Visa,0
TXN_000220,285.1,Walmart,SanJose,MasterCard,0
TXN_000221,578.14,Walmart,Austin,Visa,0
TXN_000222,518.84,eBay,SanFrancisco,MasterCard,0
TXN_000223,1221.61,Amazon,Charlotte,Visa,1
TXN_000224,144.63,Walmart,SanFrancisco,Amex,0
TXN_000225,295.86,BestBuy,Charlotte,MasterCard,0
TXN_000226,209.29,Target,SanFrancisco,MasterCard,0
TXN_000227,274.28,Amazon,SanDiego,Visa,0
TXN_000228,2906.2,Target,Jacksonville,MasterCard,1
TXN_000229,677.37,BestBuy,Philadelphia,Visa,0
TXN_000230,16.07,BestBuy,LosAngeles,MasterCard,0
TXN_000231,600.46,eBay,SanJose,MasterCard,0
TXN_000232,752.53,Amazon,Austin,Visa,0
TXN_000233,497.54,BestBuy,Philadelphia,Amex,0
TXN_000234,377.01,Target,Charlotte,MasterCard,1
TXN_000235,97.76,Amazon,NewYork,MasterCard,0
TXN_000236,97.32,Walmart,Charlotte,Amex,0
TXN_000237,1470.2,eBay,Jacksonville,MasterCard,1
TXN_000238,471.94,Walmart,Charlotte,MasterCard,0
TXN_000239,667.79,BestBuy,SanAntonio,MasterCard,0
TXN_000240,1237.48,Walmart,Houston,Amex,1
TXN_000241,2119.9,Walmart,Austin,Visa,1
TXN_000242,155.9,Amazon,Columbus,MasterCard,0
TXN_000243,793.9,eBay,NewYork,Visa,1
TXN_000244,791.11,BestBuy,Houston,Visa,0
TXN_000245,445.6,BestBuy,Houston,Visa,0
TXN_000246,122.31,BestBuy,NewYork,MasterCard,0
TXN_000247,120.03,Walmart,Dallas,MasterCard,0
TXN_000248,92.39,Amazon,Chicago,Visa,0
TXN_000249,631.8,BestBuy,Philadelphia,Visa,0
TXN_000250,346.72,eBay,Dallas,Visa,1
TXN_000251,1455.17,Amazon,SanJose,Visa,1
TXN_000252,756.61,Amazon,Jacksonville,Amex,0
TXN_000253,369.14,Amazon,NewYork,MasterCard,0
TXN_000254,343.89,Amazon,SanDiego,Amex,0
TXN_000255,63.43,Amazon,Philadelphia,Amex,0
TXN_000256,553.34,eBay,SanJose,MasterCard,1
TXN_000257,795.73,BestBuy,Phoenix,MasterCard,0
TXN_000258,347.01,Amazon,Columbus,Amex,0
TXN_000259,616.33,Walmart,SanAntonio,MasterCard,0
TXN_000260,333.98,Target,SanAntonio,MasterCard,0
TXN_000261,253.48,eBay,Austin,MasterCard,0
TXN_000262,126.35,Target,LosAngeles,Visa,0
TXN_000263,79.12,Amazon,Jacksonville,Amex,0
TXN_000264,108.44,Amazon,SanJose,Amex,0
TXN_000265,537.66,Target,Philadelphia,Amex,0
TXN_000266,341.23,Amazon,Phoenix,Amex,0
TXN_000267,87.36,BestBuy,Houston,Visa,0
TXN_000268,183.27,Amazon,Philadelphia,Amex,0
TXN_000269,611.27,BestBuy,Houston,MasterCard,0
TXN_000270,779.76,BestBuy,SanJose,Amex,0
TXN_000271,25.87,eBay,NewYork,Visa,0
TXN_000272,2334.75,BestBuy,Philadelphia,Visa,1
TXN_000273,455.23,Target,LosAngeles,Visa,0
TXN_000274,777.59,Amazon,Jacksonville,Amex,0
TXN_000275,1375.53,Amazon,Philadelphia,Visa,1
TXN_000276,753.42,BestBuy,LosAngeles,Visa,0
TXN_000277,2312.42,Amazon,LosAngeles,Visa,1
TXN_000278,391.1,Target,SanAntonio,MasterCard,0
TXN_000279,1634.57,Amazon,LosAngeles,Visa,1
TXN_000280,391.87,eBay,NewYork,Visa,0
TXN_000281,481.46,Amazon,Houston,MasterCard,0
TXN_000282,615.04,eBay,Phoenix,MasterCard,0
TXN_000283,1592.68,Walmart,Chicago,Visa,1
TXN_000284,402.71,eBay,LosAngeles,MasterCard,0
TXN_000285,38.63,Amazon,SanDiego,Visa,0
TXN_000286,462.73,BestBuy,SanAntonio,Amex,0
TXN_000287,235.16,Target,NewYork,MasterCard,0
TXN_000288,2853.32,Walmart,Jacksonville,Amex,1
TXN_000289,2564.56,Amazon,SanJose,Visa,1
TXN_000290,2637.47,eBay,Houston,Visa,1
TXN_000291,1629.35,Amazon,Dallas,Visa,1
TXN_000292,284.12,Walmart,Houston,Visa,0
TXN_000293,752.36,eBay,SanFrancisco,MasterCard,1
TXN_000294,2863.62,eBay,SanDiego,MasterCard,1
TXN_000295,361.88,BestBuy,Austin,Amex,0
TXN_000296,261.95,eBay,Chicago,MasterCard,0
TXN_000297,1438.18,Amazon,Phoenix,MasterCard,1
TXN_000298,63.98,Target,SanDiego,Visa,0
TXN_000299,2528.75,Amazon,Columbus,Amex,1
TXN_000300,1863.42,Amazon,SanJose,MasterCard,1
TXN_000301,717.22,Target,Charlotte,Amex,0
TXN_000302,260.61,Target,Dallas,Visa,0
TXN_000303,363.17,eBay,Jacksonville,Visa,0
TXN_000304,142.18,Walmart,Jacksonville,MasterCard,0
TXN_000305,421.63,BestBuy,Chicago,MasterCard,0
TXN_000306,229.9,Target,SanFrancisco,MasterCard,0
TXN_000307,46.63,eBay,LosAngeles,MasterCard,0
TXN_000308,2099.46,Amazon,Jacksonville,Amex,1
TXN_000309,484.15,Walmart,Philadelphia,Visa,0
TXN_000310,117.44,eBay,Phoenix,Amex,0
TXN_000311,316.61,BestBuy,Jacksonville,Visa,0
TXN_000312,304.46,eBay,Columbus,Visa,0
TXN_000313,664.02,BestBuy,LosAngeles,Amex,0
TXN_000314,409.25,Amazon,Philadelphia,MasterCard,0
TXN_000315,799.74,BestBuy,SanDiego,Visa,1
TXN_000316,128.18,eBay,Columbus,Visa,0
TXN_000317,434.12,BestBuy,NewYork,Amex,0
TXN_000318,614.21,Walmart,SanJose,MasterCard,0
TXN_000319,706.37,eBay,SanJose,Amex,1
TXN_000320,1425.49,Walmart,Austin,MasterCard,1
TXN_000321,490.42,Target,Houston,Amex,0
TXN_000322,2903.67,eBay,Charlotte,Amex,1
TXN_000323,757.97,Target,SanDiego,MasterCard,0
TXN_000324,404.81,Target,Chicago,Visa,0
TXN_000325,115.03,eBay,NewYork,Amex,0
TXN_000326,300.11,Amazon,Jacksonville,Amex,0
TXN_000327,231.63,Walmart,Phoenix,MasterCard,0
TXN_000328,122.14,Target,LosAngeles,Visa,0
TXN_000329,708.28,Amazon,SanAntonio,Visa,0
TXN_000330,302.3,Target,LosAngeles,MasterCard,0
TXN_000331,1092.32,Amazon,Jacksonville,MasterCard,1
TXN_000332,114.39,eBay,Charlotte,MasterCard,0
TXN_000333,115.34,Target,SanDiego,Amex,0
TXN_000334,421.83,Amazon,Columbus,Visa,1
TXN_000335,489.06,Target,LosAngeles,MasterCard,0
TXN_000336,541.18,Amazon,Austin,MasterCard,1
TXN_000337,93.13,Target,SanJose,Amex,0
TXN_000338,1643.05,Amazon,Chicago,Visa,1
TXN_000339,1187.88,Walmart,Chicago,MasterCard,1
TXN_000340,2929.03,Amazon,Dallas,MasterCard,1
TXN_000341,408.56,Amazon,SanAntonio,MasterCard,0
TXN_000342,1283.27,Amazon,Jacksonville,Visa,1
TXN_000343,279.12,Amazon,SanFrancisco,Amex,0
TXN_000344,269.35,Amazon,Philadelphia,Amex,0
TXN_000345,516.02,Target,Jacksonville,MasterCard,0
TXN_000346,650.14,Amazon,Jacksonville,MasterCard,0
TXN_000347,764.45,eBay,Charlotte,Visa,1
TXN_000348,414.73,BestBuy,SanDiego,MasterCard,0
TXN_000349,2011.32,Amazon,Columbus,MasterCard,1
TXN_000350,268.88,Amazon,SanFrancisco,MasterCard,0
TXN_000351,323.02,Target,Charlotte,MasterCard,0
TXN_000352,153.52,Target,Philadelphia,Amex,0
TXN_000353,431.31,Walmart,SanAntonio,MasterCard,1
TXN_000354,438.65,eBay,LosAngeles,Visa,0
TXN_000355,240.03,Target,SanJose,Amex,0
TXN_000356,553.36,eBay,SanDiego,Visa,0
TXN_000357,729.73,BestBuy,SanAntonio,MasterCard,0
TXN_000358,634.22,Amazon,LosAngeles,Amex,0
TXN_000359,293.83,Walmart,NewYork,Visa,0
TXN_000360,544.08,Target,NewYork,Visa,0
TXN_000361,2379.84,Amazon,SanAntonio,Amex,1
TXN_000362,629.63,Walmart,Philadelphia,Visa,1
TXN_000363,461.27,BestBuy,Philadelphia,MasterCard,0
TXN_000364,226.56,Amazon,NewYork,Amex,0
TXN_000365,1649.69,BestBuy,LosAngeles,Visa,1
TXN_000366,1449.56,BestBuy,Phoenix,MasterCard,1
TXN_000367,164.14,Walmart,Columbus,Visa,0
TXN_000368,719.45,Target,LosAngeles,Amex,0
TXN_000369,789.33,eBay,Jacksonville,Visa,0
TXN_000370,235.84,eBay,Columbus,Visa,0
TXN_000371,742.22,Walmart,SanFrancisco,MasterCard,0
TXN_000372,101.48,Walmart,SanFrancisco,Visa,0
TXN_000373,1583.26,Amazon,SanJose,Visa,1
TXN_000374,443.56,BestBuy,Charlotte,Visa,0
TXN_000375,1314.85,eBay,SanDiego,MasterCard,1
TXN_000376,659.55,Amazon,Chicago,MasterCard,0
TXN_000377,362.73,BestBuy,Philadelphia,Visa,0
TXN_000378,625.31,BestBuy,Chicago,Visa,0
TXN_000379,729.02,Amazon,Columbus,Visa,0
TXN_000380,246.78,Walmart,Philadelphia,Amex,0
TXN_000381,2852.95,Walmart,Phoenix,Amex,1
TXN_000382,1978.16,Walmart,Chicago,MasterCard,1
TXN_000383,79.28,Walmart,SanJose,Amex,0
TXN_000384,2044.45,eBay,SanJose,Visa,1
TXN_000385,37.75,Amazon,LosAngeles,Visa,0
TXN_000386,617.96,eBay,Austin,Visa,0
TXN_000387,336.19,Amazon,SanDiego,Amex,0
TXN_000388,515.32,eBay,SanDiego,Visa,0
TXN_000389,549.57,eBay,SanDiego,Visa,0
TXN_000390,130.67,Target,SanDiego,MasterCard,0
TXN_000391,1898.65,Amazon,Jacksonville,Visa,1
TXN_000392,279.57,Target,Chicago,MasterCard,0
TXN_000393,89.42,Walmart,SanDiego,Visa,0
TXN_000394,894.17,Amazon,Phoenix,Amex,1
TXN_000395,337.42,Walmart,Columbus,MasterCard,0
TXN_000396,578.3,Walmart,SanFrancisco,Visa,0
TXN_000397,414.21,Target,Charlotte,MasterCard,0
TXN_000398,76.59,Target,Dallas,MasterCard,0
TXN_000399,176.04,eBay,NewYork,Visa,0
TXN_000400,1873.05,Target,Austin,Visa,1
TXN_000401,678.5,Target,Chicago,MasterCard,0
TXN_000402,612.27,eBay,NewYork,MasterCard,0
TXN_000403,1773.09,Amazon,Phoenix,Visa,1
TXN_000404,612.7,eBay,Columbus,Amex,0
TXN_000405,99.45,Amazon,SanAntonio,MasterCard,0
TXN_000406,274.57,eBay,SanFrancisco,Visa,0
TXN_000407,1625.54,Walmart,NewYork,Visa,1
TXN_000408,644.15,BestBuy,SanDiego,Visa,0
TXN_000409,414.83,eBay,Charlotte,Amex,0
TXN_000410,317.4,BestBuy,Jacksonville,MasterCard,0
TXN_000411,408.32,BestBuy,Dallas,MasterCard,0
TXN_000412,243.33,Amazon,Philadelphia,MasterCard,0
TXN_000413,784.02,BestBuy,Phoenix,Amex,0
TXN_000414,505.26,BestBuy,SanDiego,MasterCard,0
TXN_000415,627.41,BestBuy,SanJose,Visa,0
TXN_000416,468.9,Walmart,Dallas,Amex,0
TXN_000417,620.81,Target,Chicago,Amex,0
TXN_000418,1803.2,eBay,Houston,Visa,1
TXN_000419,125.39,Walmart,SanAntonio,Amex,0
TXN_000420,736.81,Amazon,Jacksonville,Visa,0
TXN_000421,450.9,Target,Dallas,MasterCard,0
TXN_000422,142.68,BestBuy,Philadelphia,Amex,0
TXN_000423,618.73,eBay,SanJose,MasterCard,0
TXN_000424,890.25,Walmart,Houston,Amex,1
TXN_000425,618.08,Walmart,Jacksonville,Amex,0
TXN_000426,386.44,BestBuy,Charlotte,Amex,0
TXN_000427,541.25,eBay,SanAntonio,Amex,1
TXN_000428,279.38,Walmart,Phoenix,Visa,0
TXN_000429,2199.6,Amazon,SanDiego,MasterCard,1
TXN_000430,175.12,BestBuy,Phoenix,Amex,0
TXN_000431,114.13,BestBuy,Jacksonville,Amex,0
TXN_000432,342.14,BestBuy,Houston,MasterCard,1
TXN_000433,1357.24,eBay,LosAngeles,MasterCard,1
TXN_000434,2900.65,BestBuy,Chicago,Visa,1
TXN_000435,703.33,Target,Austin,Visa,0
TXN_000436,233.36,eBay,Austin,Visa,0
TXN_000437,76.12,BestBuy,Houston,Amex,0
TXN_000438,681.01,Amazon,Charlotte,Visa,0
TXN_000439,670.9,Amazon,Columbus,MasterCard,0
TXN_000440,153.12,eBay,Charlotte,Visa,0
TXN_000441,1790.29,Amazon,Philadelphia,Visa,1
TXN_000442,436.92,Target,Charlotte,Visa,0
TXN_000443,377.08,Walmart,SanFrancisco,Visa,0
TXN_000444,586.24,eBay,Jacksonville,Visa,0
TXN_000445,1143.91,Amazon,Austin,MasterCard,1
TXN_000446,2597.21,Target,Columbus,Visa,1
TXN_000447,323.66,Amazon,Chicago,Visa,0
TXN_000448,748.98,Amazon,Phoenix,MasterCard,0
TXN_000449,2310.52,BestBuy,Phoenix,MasterCard,1
TXN_000450,212.93,eBay,Jacksonville,Visa,0
TXN_000451,531.03,Amazon,SanAntonio,MasterCard,1
TXN_000452,710.8,eBay,Jacksonville,Visa,0
TXN_000453,752.81,eBay,SanJose,Visa,0
TXN_000454,573.99,Amazon,Jacksonville,Amex,1
TXN_000455,563.04,Target,SanFrancisco,Amex,0
TXN_000456,661.35,Walmart,Austin,Amex,0
TXN_000457,70.09,Target,Dallas,Amex,0
TXN_000458,734.21,Amazon,NewYork,Amex,0
TXN_000459,165.71,BestBuy,Chicago,Visa,0
TXN_000460,418.67,Amazon,Austin,Visa,0
TXN_000461,393.62,BestBuy,SanDiego,Visa,0
TXN_000462,413.03,Target,SanJose,Visa,0
TXN_000463,539.85,eBay,Jacksonville,Visa,0
TXN_000464,654.08,Walmart,SanJose,Visa,0
TXN_000465,1164.68,Amazon,NewYork,Amex,1
TXN_000466,2814.57,Amazon,SanAntonio,Visa,1
TXN_000467,1996.27,eBay,SanAntonio,Visa,1
TXN_000468,361.59,Target,SanAntonio,Visa,0
TXN_000469,531.13,BestBuy,Chicago,Amex,0
TXN_000470,99.31,BestBuy,SanAntonio,Amex,0
TXN_000471,2940.43,Target,SanFrancisco,Visa,1
TXN_000472,2085.8,Walmart,Dallas,Visa,1
TXN_000473,1489.75,Amazon,Houston,Amex,1
TXN_000474,94.71,Target,SanJose,Visa,0
TXN_000475,388.41,Walmart,SanDiego,MasterCard,1
TXN_000476,43.7,Amazon,SanAntonio,MasterCard,0
TXN_000477,808.35,Target,NewYork,Visa,1
TXN_000478,191.16,BestBuy,Philadelphia,Amex,0
TXN_000479,539.66,eBay,Houston,MasterCard,0
TXN_000480,788.63,BestBuy,Houston,MasterCard,0
TXN_000481,53.46,BestBuy,Charlotte,Amex,0
TXN_000482,502.66,Target,Dallas,MasterCard,0
TXN_000483,1164.36,eBay,SanAntonio,MasterCard,1
TXN_000484,335.98,Walmart,Phoenix,MasterCard,0
TXN_000485,1706.2,Amazon,Houston,Visa,1
TXN_000486,645.59,Amazon,Dallas,MasterCard,0
TXN_000487,448.04,Walmart,SanAntonio,Visa,0
TXN_000488,1124.74,Amazon,SanDiego,Amex,1
TXN_000489,2228.84,Amazon,Phoenix,Visa,1
TXN_000490,36.44,Amazon,Houston,Amex,0
TXN_000491,449.29,Target,Houston,MasterCard,0
TXN_000492,727.65,Walmart,Charlotte,Visa,0
